Var1,Var2,Freq
1,1,2.251655629139073
2,1,4.579439252336448
3,1,18.857142857142858
1,2,2.913907284768212
2,2,8.411214953271028
3,2,21.142857142857142
1,3,22.649006622516556
2,3,25.981308411214954
3,3,15.428571428571427
1,4,72.18543046357617
2,4,61.02803738317757
3,4,44.57142857142857
