Var1,Var2,Freq
Alta,No,17.894736842105264
Baja,No,35.173824130879346
Media,No,26.180257510729614
Media-alta,No,22.702702702702705
Media-baja,No,29.14798206278027
Alta,Sí,82.10526315789474
Baja,Sí,64.82617586912065
Media,Sí,73.8197424892704
Media-alta,Sí,77.29729729729729
Media-baja,Sí,70.85201793721974
