Var1,Var2,Freq
1,1,0.5298013245033113
2,1,0
3,1,42.857142857142854
1,2,0.26490066225165565
2,2,0
3,2,19.428571428571427
1,3,11.788079470198676
2,3,12.242990654205608
3,3,4.571428571428571
1,4,87.41721854304636
2,4,87.75700934579439
3,4,33.14285714285714
