Var1,Var2,Freq
1,1,1.0596026490066226
2,1,2.897196261682243
3,1,12.571428571428573
1,2,1.7218543046357615
2,2,6.915887850467289
3,2,17.142857142857142
1,3,18.940397350993376
2,3,23.364485981308412
3,3,20
1,4,78.27814569536424
2,4,66.82242990654206
3,4,50.28571428571429
